loan_id,customer_id,loan_amount,interest_rate,start_date
LON12FIQOUKGPXY,CUSLHNOIKIOCM0Q,118129.39,6.36,11/13/2020
LONY7GYW10F1Q2M,CUSXYHFV7XVNDSB,171088.78,11.79,4/13/2025
LON73GH7057LAKS,CUS1IZ9NPI2T4GY,71095.32,9.79,8/30/2021
LONMM75DTX9J1N8,CUS778KKYRDNKRL,29289.66,13.99,3/26/2025
LON79DPMDSBG1MA,CUS400EHA7BQAP5,50448.07,8.77,11/20/2019
LONRJP2EEQ2O8S7,CUSH9RO485RN80R,63381.74,9.99,7/16/2025
LON205ODAA7JYLF,CUS12I50U1JOL8A,292393.39,7.69,6/13/2021
LONQLO1JBMG88TF,CUS0SRLWK6O1VQD,103551.97,12.45,4/24/2020
LONFGYRPC4UG91T,CUSYOO4666BRWH1,107372.98,13.68,6/2/2022
LONTKFVF5LKWXVP,CUSL2QF34VTEBA8,7233.75,5.48,8/30/2023
LONXA3WI7NHMPNM,CUSB548VWCYPPSV,14218.17,13.37,8/22/2022
LONQO0H9LFKJU52,CUSSZNQ2VEXVJTW,192156.86,9.2,7/18/2019
LONSJME2ABJJ8RV,CUS3FW26F1WBXOC,279607.94,3.11,10/20/2021
LONV3C99UKRIYBB,CUSJ7ZYFCLER25Y,75889.93,8.15,2/20/2022
LONT549CUD3UAUS,CUSP46HHIT2LNNL,144986.56,13.33,10/19/2025
LONJFC9HD8L0P35,CUST2B6L8XEQA75,157922.88,11.47,11/7/2024
LONTKYECT3OZBIW,CUSG024UQC46HS7,158277.68,8.1,2/28/2024
LONWLZDTDIXQXQA,CUSIQ2ELVYQ7L7V,152198.44,8.1,2/23/2020
LON5KEG7YXSJQ56,CUSL3E49YWS3NC6,254504.45,10.26,1/5/2019
LON1LV6T3QANKEO,CUSV07KYRVWOTFM,184969.65,9.24,12/19/2020
LONPGQKE6BENX3P,CUS9N7LA07BWF7C,259498.13,10.71,6/8/2024
LONSCEJ4314VLGJ,CUS99RWTF07GBAS,28249.88,7.72,10/15/2023
LON9A7853NEY7Q5,CUS5SC0SZFCWGTZ,295039.67,3.79,12/7/2024
LONFSNC3B8Y5DPL,CUSYTV60D4R9H4L,155436.07,4.31,1/19/2021
LONAJG7FGTP079S,CUSAGGWASU8FP1U,127871.08,4.23,12/8/2019
LON284GYKDZW7IV,CUSFR321AG61SKA,187289.68,9.39,6/22/2023
LON74JQDEORXX5N,CUS7E0XBPEVGFBI,267088.46,10.23,2/6/2022
LONSD2CSAFVKQHP,CUSYP0ZP92YEAVI,248770.32,7.94,11/6/2020
LON5Z3GO69VNID8,CUSWJJ63VQGUOB6,136403.44,10.89,5/10/2025
LONLDW0ZR40STXI,CUSWHI9Z996PY62,2489.82,8.37,3/28/2020
LONHCPTKAQCE92Y,CUS26Y90YDMSM7T,53558.45,2.66,11/24/2021
LONY2YID2IPTBLL,CUSYFT4LVOBFZ5B,137356.42,2.42,3/22/2021
LONOAHPAV72SPVC,CUSWBNY50N55O67,250026.38,7.6,12/24/2023
LONIELVO23MAHSX,CUSB262HXVLDC7D,238647.34,5.11,2/20/2020
LONTLYCQE81E0TE,CUSA49RN6HI8N2H,47431.76,11.71,12/3/2025
LONX96R7VPN79G3,CUSL5U07W1N50ZA,176628.86,7.68,2/21/2023
LONMFFT1UDOGIZT,CUS2ZA5V83A450J,257161.21,7.2,10/29/2023
LON1C18L454A3XH,CUSINSSBA1ABP28,99711.71,9.61,4/29/2021
LONKECAKXNE7RBY,CUSQIDSM778AHUY,136440.91,10.07,1/6/2024
LON5IH1RM1QE2JZ,CUSPOW7UXWV5WX8,273883.05,13.91,9/16/2021
LONHEHOFL1WCJY1,CUSOGVC8GC3T4H1,287778.29,5.88,1/31/2020
LONQF5SJWT1UCU2,CUSEDJY9QZYVJ3U,179057.15,11.23,8/2/2023
LONCCN56B8HSFOH,CUS7A7SZ47PFRK9,96918.24,10.7,2/3/2024
LONKNBGU9ZJDQSW,CUSWHVRD0YN3NUV,90752.12,8.63,12/25/2024
LONWO3R03Y9VBNO,CUSP7HFFEAOV7GH,34573.55,3.44,5/25/2022
LONDVH7M3IURR2Y,CUS88F2MXKQRGSV,121646.81,7.13,8/29/2025
LONUIKV8PG6M9S0,CUS48BJFJG40Q32,154200.71,2.89,12/24/2022
LON9PJ25IAJM42C,CUSZ56VW7V44DU1,299100.96,4.09,4/21/2019
LONK9XQSQR5ZWNB,CUS1R9LL6KC6Y9H,267696.85,5.55,1/12/2020
LONEYT5REPS0GVO,CUSHDILKWT6LZT9,156435.33,6.69,11/21/2019
LONF2YM4XO71ASX,CUSU9EE9X07AMT6,233094.81,8.83,10/13/2019
LON39JR6E91L5UH,CUS1SVQOPCIE5D1,261010.19,11.28,3/11/2025
LONJIZVPZD0QMPF,CUSIX0A3P3I5GN3,253462.16,13.43,1/23/2023
LONMK5HYQNG40S6,CUSNA2L82SU8EKI,44246.72,5.64,5/2/2020
LONJLFX06L8F8CR,CUSJG8DM6VXR2CJ,18438.5,7.19,9/30/2019
LONV7W6P467O260,CUSMPI8YH6GRBKC,266164.63,3.29,3/2/2023
LONJJ2WJ0D70PNG,CUSXHYO0XJI3R67,147646.69,11.12,4/16/2020
LON98OTLO1D5HGE,CUSIPTJVS167IH2,149262.64,8.68,8/29/2025
LONU6P34DH5KF3P,CUSR6NTNFTMRQ96,171928.17,4.21,6/25/2020
LONGEBJ88S9WFNQ,CUS4VFUT95TK0HE,17565.27,5.71,8/1/2019
LON7BIK2LT2DSC2,CUS8OMKRDCKMYF4,74834.19,6.91,9/14/2022
LONK394UEB6KLQZ,CUSTBQLBDQW4W1B,41068.82,4.97,12/25/2021
LONZDZGYUFNTVKI,CUS0NNBUB1YKK2B,31361.42,13.08,3/20/2024
LONGJXY9R4PWB73,CUSUW45SEADDU8L,72204.81,5.12,2/26/2025
LONMAFA134YWRD7,CUSQSI7K0K1OBMD,288337.41,10.94,10/6/2025
LONOTV5A3SHP52F,CUS1SAH6X9HOPDP,41678.42,12.18,8/6/2023
LONHN3TCAUIIN3I,CUSYIYBUHK3NLFX,99442.76,7.61,3/11/2019
LONE9GU5VO1US8D,CUSW4EDG5IFWCBH,43062.36,12.22,8/22/2019
LONOFOQP97X9BPU,CUSZCBMD2QMCMG3,235357.6,3.59,2/26/2021
LONK912QYOM6OR3,CUS49ILR6P3CF42,244939.22,14.5,4/23/2025
LONO09L5G4O0MCQ,CUSFA25XP993L5U,28538.46,6.84,7/24/2020
LONZ94VAD7JX1BF,CUS0BGVSITNTCK1,168085.59,2.19,8/23/2022
LON6U0Q5D490EZY,CUSXWO0SHMOUPOA,110235.64,3.9,3/27/2022
LON6ONLRWYKHQ04,CUSYDJ0ICWSXTQU,17708,6.08,6/6/2022
LONC4BCQYU32OVL,CUS7MKTEAT7QLHF,276770.59,4.39,12/11/2024
LONZF3WFFIUI6TH,CUSZOD4PLO66V9N,121046.56,7.81,9/20/2019
LON35B7RGM6W2AD,CUS66ACGW3EY8XU,104341.99,6.59,5/7/2024
LONIO63S6VTAP3V,CUSQAB7YDTQCMWG,2780.31,6.16,3/24/2019
LON4ZRPHJFLB8GT,CUS18I7OFYBJ2HW,155201.49,2.54,6/27/2020
LONCAZ6F71NU5P5,CUS2A73UMQ2XBSG,22359.2,4.23,9/2/2023
LONIL2ILNH5SHHC,CUS60I0A5DHF9C1,52783.26,14.31,2/9/2022
LON0EVN7TTQAECV,CUSEMNULVWAVWZ5,45365.55,2.34,1/11/2022
LONBI0A216XUJSG,CUSGATV2CCXVK9P,150295.6,2.33,11/10/2019
LONFGRXDJLLDSSZ,CUSTG03WQFG0ZNV,4035.44,14.68,8/24/2022
LONX95ZXKQN4OA2,CUSY53OSXT6GU3M,208569.56,7.29,5/7/2021
LON8H7PVNR193V0,CUSGCJBEO4EUTAW,291674.78,12.63,9/10/2021
LONDXGE38S1ZB78,CUSTJMFC4FFTBSJ,285295.45,14.01,10/28/2022
LONWCQYRW3RYCCI,CUS7ZQFTCZHMNI2,28672.31,11.94,10/1/2022
LONOWJLZKSNCZR3,CUSOMGMYFS6N3ZW,211749.18,5.09,5/16/2021
LONFOCDZY2MJPLV,CUSI7XWLIM41BNT,2906.98,10.6,7/17/2025
LONXIMX42J8AOH3,CUSZ9HNS4KNQO3N,269660.96,9.36,8/10/2020
LONTUVTPWBJBVPC,CUS1SKLXUV23CNU,199869.4,13.02,11/10/2019
LONULJE7TZQ70YD,CUSVXAKY3W8803J,83247.7,11.81,5/2/2025
LONPLAE2N8BD4QE,CUSAGHKE79E8CDK,121910.56,6.86,8/5/2025
LONZYQOU38F53DB,CUSZJSZR6UW43R3,31226.01,11.77,10/17/2023
LONEXBBGT8B8U9D,CUSJTLAK80LTBH3,141748.01,6.02,2/24/2020
LONVNFD9S936XOI,CUS5044RN70R4IK,237364.25,13.1,5/23/2023
LON81XBIJ8I1AHL,CUS62SYAGTXAN68,79002.78,13.88,3/12/2025
LONO9RLU9H0527D,CUSJX20BNWIKW1C,138291.89,6.6,11/23/2022
LONRT79R8ZFDMPK,CUSKTOR3RBTSI7V,92526.78,13.79,6/10/2021
LONEX8H19SFPCOV,CUS8ESERKJ7MAXA,238466.68,5.29,8/12/2022
LONX9M0OAOY2I5A,CUSBIME536SAONC,13410.57,12.03,12/28/2022
LONW0WZREG3VM4O,CUSYTZ9K52Z3K8H,207467.43,9.62,5/19/2020
LONCUOUALCBX7TS,CUSG5ISHBPP2BM2,217204.08,10.48,8/3/2024
LONJA0FI18X2ZQQ,CUS01QF9KNJXV0D,203276.72,9.73,2/19/2020
LOND7K9BVC9EV63,CUSDHBJCNGGVBYT,17951.03,10.58,10/23/2020
LONACPDOUXI92ZD,CUSZ4PM15UOGMQQ,250391.17,14.67,2/2/2025
LONFIY1ND2E8IOY,CUSII7YZYG2MMKQ,81993.32,10.63,5/21/2019
LONTN5KA26VX0DD,CUSCCB3KMAE2ZAF,5250.76,7.31,8/3/2020
LONMMAZCYV2KHMY,CUS7VBCHHAGM4RG,251244.55,6.17,3/11/2019
LONMSRLJ2M4HI42,CUSV5MWLAT5VPMT,93749.8,5.5,3/1/2024
LONQREXF0OJZ20R,CUS1Y8OM9QIN4YM,46263.99,12.62,2/5/2020
LONYZCNGA390RZ7,CUS3BEHPO6WX80Z,74349.12,11.37,10/31/2025
LONJ7BGYXMYM7OK,CUSAYSYWU2GYIAW,11508.77,12.42,8/13/2023
LONUZPEB82WXF26,CUSWVIN42UONL8I,270505.28,5.52,7/1/2025
LONKSH5NCX3MEZX,CUSG5DIOQ921H27,93461.27,2.12,12/31/2022
LONQE05XSJSEMMF,CUSTFCSTI5K5YK6,235937.45,7.17,8/13/2022
LONUY3J7DLV2S44,CUSRFOW7V8DB5PJ,60713.93,9.33,8/17/2025
LONXHQHJQAK4Q0O,CUSEMEM0L0OMEW6,171170.23,8.54,6/13/2025
LONDY77JEATUUKX,CUSDPHZD4ST32AG,245448.54,11.8,9/10/2019
LONPKMMFQVBVP6M,CUSGISYBG67R2AL,113521.75,8.24,9/11/2023
LONS2LOJXY227F5,CUSEZD5R8BM8X65,277410.43,4.48,9/27/2019
LONKIIWRMLVN4G0,CUS7ET41BZNZ2R6,299057.74,3.01,6/17/2025
LONVRYXY6Y0F0QH,CUSU36P67U29X5L,77588.82,7.73,11/25/2025
LONFK85NDNCLS8C,CUS6TTA09E9INKZ,243121.58,7.68,9/11/2025
LONM29R792BH967,CUSYTD05LJMN538,287495.92,8.94,11/29/2020
LON7H5M4OLM3U02,CUSQBAVQIEQ8ULO,115728.31,2.7,12/18/2020
LON8K3NOMAO7B0V,CUSM6W0CLEPRN5M,56621.75,4.16,4/28/2019
LONPGYEZ9JQAJPJ,CUS3V9OR8GXR5RM,274135.29,12.11,2/15/2021
LON30X17EE7OB3U,CUSQLREBZ7O9P0Y,293775.98,8.96,10/2/2022
LONQHDWU5PND8F9,CUS7HIWPWU29PUG,205115.39,10.72,9/13/2025
LONANBW0IZIK39A,CUSM4OYR1TAMMEU,14060.36,13.57,2/28/2021
LONQ4N8N9BMJ1LX,CUS3RW5GGZ0TJLR,219569.4,4.39,2/22/2023
LON2JTZ2VBV2CCA,CUS2DWN717YW1BS,170703.3,13.08,12/26/2019
LONSW9HWQVTUSL0,CUS6EFOG1XIFE1L,286308.09,7.95,7/3/2025
LON97D3O3KK2WIK,CUSV0RX0VBW8LHW,276291.16,14.99,2/4/2023
LONVBPRU9DXCIJC,CUSYEO6XTI8XKGM,179355.07,9.54,8/28/2020
LON362C64M7WUPS,CUSWZEF323747Z1,97374.48,14.66,8/16/2021
LONAPM6K0N66QKN,CUSYAHFHJLFJ33G,274177.34,6.71,11/27/2022
LONCYUAFXA2ENDB,CUSA4JEHH99MQRM,165840.27,13.89,5/23/2021
LON5B3GKUTOUMY5,CUSUZRYD1PV9FAA,7655.76,2.7,7/25/2023
LONIO45ZUG3BY99,CUSJRVIO6QSNDDC,64513.32,3.03,9/24/2019
LON1HBTFMNEB4AM,CUSM1S5FS7YBATX,150261.88,10.36,10/29/2024
LON62TSWKEQTOA6,CUS35O7COS0NW7T,3970.74,4.19,10/15/2022
LONH8Y4SML8FX01,CUSS2ZCLT00YQF9,174451.66,8.87,6/23/2023
LON0GMHCVKHO541,CUSBM6GR9STEIOI,135799.32,13.9,1/14/2019
LONJIPTV064ZQCC,CUSWVDU3HNSU9EP,74119.28,5.26,11/25/2021
LONNLJQ5YYPRPEF,CUSG7VELE56FKBW,216587.71,4.41,7/7/2025
LON9OMBSA0GBJBI,CUS8AFSLIJ58CIJ,55249.1,12.85,2/25/2023
LONO6SJT7BQEH6P,CUSB0DL0BIQKZN3,242589.81,2.64,9/19/2021
LONEXICBTBEU8UJ,CUS9G351K7ATLLB,136361.56,3,8/12/2024
LONH19O9N0WBWBV,CUSYDD43YYX2L3W,295208.43,4.29,8/19/2022
LON7NFBLNXNN6MS,CUSWLLOF0EWW6Q3,44632.21,4.99,12/21/2020
LONP4V0A3S4PIEW,CUSCAGWIX78R2XY,237234.64,14.07,10/11/2024
LONV7OGDLNW62A0,CUSAGIOHMGLMPGJ,194079.5,2.14,5/20/2019
LON6TY5PKOAUMFL,CUSC3F8Q8235686,184749.23,14.35,12/21/2024
LONK1VTC7QMRH2Q,CUSB4Q6L4VGTT7R,200591.2,8.96,4/15/2019
LONUJZMDP1VO477,CUS4HN0WYBIO26J,297032.89,14.79,5/26/2021
LON3FQ67K431WNR,CUSX3RDGFU3RAFI,33514.98,5.62,10/16/2023
LON2ZV6N8H2H05C,CUSAE77BMRIOB32,40298.89,14.5,3/24/2022
LONJ0FJWU8F590E,CUSLTGQXZ93V895,63771.53,4.02,3/19/2019
LON6DO921WAHK33,CUSII2D78MJLZR4,118923.8,5.74,12/2/2021
LONCZJYKIW6L01L,CUSG7MKJER5WFDU,203219.43,10.15,7/23/2023
LONW0GY3B6HQNO0,CUSZWW0ZPGJG8YX,232478.44,12.86,11/9/2021
LOND0LQIJAXICB7,CUST7MGBDVDIINI,42413.13,6.27,4/25/2025
LON12IM8UFIHFMC,CUSOHLGPRT8LCTA,181291.74,3.66,11/6/2023
LON3L37PZYJDC1B,CUSYBU2ZVH839VZ,265956.57,3.86,7/9/2023
LONZ49YEOM87AM3,CUS17TSX6S70HXZ,219212.64,3.66,1/3/2023
LON31U1GUS1JZAF,CUS1C6V2BPDIOAU,190774.34,5.35,8/28/2020
LON6NXPT4V94DVY,CUS7ZBQBKEUDT32,125174.58,12.04,1/25/2024
LONX66573UG8AOU,CUSV4P9BCZO7D0L,65464.57,11.13,8/11/2021
LONWFJHIQMRAD95,CUSMFENCJ5QUXXF,134084.16,13.2,5/9/2020
LON8AAP2YTPKM25,CUSGNPGR8P8NOC6,276757.27,6.47,8/3/2019
LONZIKJC38327IQ,CUS56E8VRV6HMDG,244369.93,5.6,1/9/2022
LONNGBJHC822CC4,CUSKO5OK5HNBGDZ,84888.06,11.72,7/23/2019
LONQK54YCE80KK9,CUS7YNXJ5YHY8N5,69413.09,6.2,9/13/2019
LONUCOFU2HRCI5Z,CUS1X933VQZ5595,162960.65,7.64,12/6/2020
LONTQKRA3VGQH8O,CUSJ5PESRWRGDFS,137029.03,5.5,9/12/2021
LON4968K5FMCT3A,CUSHVQRHOFU1WSG,148431.02,9.15,5/24/2020
LONA89MXE303UOY,CUS1K879C035ADY,25533.76,9.26,6/16/2021
LONSCAJD977THX5,CUSLOVQNZ7XL3YR,171689.38,14.15,4/12/2019
LON1IM6BJXDB264,CUSK3CUPW1NC2AJ,135497.79,13.59,6/16/2024
LONIZF9SU36KBFJ,CUS53NAHOH2P9RA,219744.61,8.08,10/2/2019
LON7Z64K0U5E25Z,CUSC7LUBU8YB1BU,133382.05,5.96,11/4/2020
LONQPZ46I5P6FJE,CUSSV8QRSJ3S86Q,81392.35,13.87,1/12/2024
LONP9GEYSPD92L7,CUSABHCMEUHM5QR,55839.28,6.17,4/9/2019
LONLOG2297DLZBH,CUSWEMFDEP199EH,178082.92,8.63,12/23/2025
LONRAM7I8NI92BY,CUSJHWIA57G5YCS,187162.19,2.25,1/17/2022
LON61MN5D33QB9E,CUSZAXH5GX5Q1MU,162016.95,11.41,9/5/2021
LON4YHDCRQO6IBS,CUSHNUO2SF29YJG,156013.42,7.54,7/8/2023
LONGRSJ504E5GUD,CUSRASL6H20V920,148135.92,5.41,2/9/2021
LONXZLFICCVLNCM,CUS272W6XGNTM4Q,26365.05,4.23,11/11/2024
LONLQM05G254TV9,CUS0JN7EVJSTIZ1,250041.66,9.72,10/14/2023
LONF354ZUREIVA5,CUSVXZQHJOH4NQ8,61719.61,6.76,5/28/2025
LON0BQQV69HJYG2,CUSVRRCJJ48AVLS,49877.23,5.52,11/30/2023
LON41RIQF0PWYG5,CUS6ZOM2OYHZ3UG,89175.34,5.34,4/19/2023
LONZFWLZVFTMHRS,CUSIG51CLQ71M6X,234453.58,8.23,11/20/2023
LONWB9XDWDLBFYV,CUSEGGPSC3JB3NM,250267.89,3.75,7/21/2019
LONN8V6BYS4TV0H,CUSDA7U48SPBILD,185133.95,8.53,12/6/2024
LONJIF2V34BU292,CUSPBF5AHIPJYX9,252933.57,8.4,7/2/2025
LONM2LJDNZ1OL3B,CUSWTGHAY4T4VEJ,259085.73,9.74,9/24/2025
LONS7RXDGY26FF2,CUSCXBRGGJJUZK2,122361.31,3.39,2/20/2021
LONFDA7NFN1VH6T,CUSGVF6GEVRPDJK,28852.39,3.72,9/17/2023
LONJKRLW5MHHNLF,CUSXGCJFQRD3AFE,253921.93,8.33,4/29/2024
LONEDYSEOHE1AXD,CUSGV9XP3UJDX18,8563.84,2.56,12/12/2019
LONV49W4F8PBJAA,CUSGD0UY9QJR21Z,146359.04,11.27,8/21/2020
LONBAAXBWF8GTVN,CUSMRDDMMRR6ACO,205715.91,6.69,9/17/2019
LONT0445ISEJQB2,CUSEBQ6WVUJWYWD,44630.73,10.33,6/7/2024
LONZYK2KEFATVGA,CUSJS7U9QRCM1YG,195651.76,7.04,11/8/2022
LONOM93ZGURZTMF,CUSZHQ618IKKCQ9,280107.89,4.96,9/21/2020
LONIZ7L70BVMC81,CUS7I3S7YXXAE1W,118989.08,9.01,5/17/2020
LONGIBQSE09DA0K,CUSKXRUZNTV5IBH,31370.02,5.2,5/10/2022
LONS8TJ9AOF0WFW,CUSK1ZHUDTVO1SK,235965.69,14.82,2/19/2023
LON2XOOWNXKGCEF,CUSM1BYLD7LB6PC,89413.07,8.51,7/29/2019
LONIGCX7QP6ZQCH,CUS74JRLUUJ8I2C,16751.36,5.27,8/4/2025
LONRH0YGM6F21SV,CUSWOPPB7V5G2L3,31273.83,6.99,8/17/2020
LONVW2Y5DUL0OAE,CUS579WNL1XEQ6D,297447.17,9.6,12/22/2024
LONQZWKYPAA332X,CUSW4SX3PWGWNCM,191244.18,3.27,11/21/2020
LONI73FQ0MB1E4V,CUSWK7LAB5ZRW1U,118105.86,6.4,12/16/2024
LONH3YIOO6TTLSG,CUS0USPD7V3P0U0,173574.4,10,3/29/2022
LON5PEV8GO8AG5J,CUSOOHR7PD1FPXF,100803.91,7.2,7/6/2021
LONJGVIDNEB1BYA,CUS7AR9Q2TDNU4U,215204.16,2.61,12/1/2019
LONOSX8TCZOOYSW,CUSL7CD9M5MJLG3,18928.97,8.04,7/9/2025
LONWG1WMU677K8N,CUS6AHHCASIKZOI,172612.5,4.52,9/7/2023
LON8B1EWHEO01JZ,CUSKVIZUI8PB2BO,96265.27,9.95,5/18/2022
LONYQVJM1MUUXDP,CUSOFGGG1L5ISCD,70014.59,13.83,1/11/2021
LONOBSBMKUL785Z,CUS1WLD6REJOGR1,209173.18,11.08,5/3/2019
LON6H2V9N1HBULX,CUSHON32V3PURWU,178793.21,2.3,3/15/2024
LONF5HSH8OU1321,CUSVZLRWDAYFHF6,226463.8,7.72,2/7/2021
LONE415YVTBB77E,CUSAV3YF7HAYCH9,179481.04,4.37,9/6/2020
LON0EV1E5BE4IFO,CUSXA3C6ZMYT7RT,278292.59,5.37,1/23/2023
LONSZUZPUJP0G4L,CUSZZIPBV02LM3G,186786.37,11.17,9/29/2019
LONCMBMVYWPQWH5,CUS37583RY6DD6C,254291.08,3.77,4/19/2025
LONI0K5COJC5Z6M,CUS1MN49KTF8AEL,90527.22,13.32,3/31/2019
LONT8ZNQUTE4R7H,CUSQR3NYLU43ST1,173788.44,5.56,10/2/2023
LON8YRFV9FHCRA7,CUS18HWSJMHU305,257436.17,12,1/29/2020
LONRKAQJQYC2AJN,CUSGZYSZNE3OQQU,256682.15,14.45,1/15/2022
LONUTEXCIC2FAXE,CUSSO4U5MFT39A4,8340.89,14.61,3/16/2019
LONCT03RYPSHXHF,CUSDFGP780FP6M1,30845.85,14.8,2/21/2019
LONP5K437CCE6HS,CUSWQJVM3H9R7SL,15566.44,4.73,2/16/2022
LONMV3MYM7LH5CZ,CUSNC7ZN0BEDIUM,200877.62,6.38,6/26/2022
LONEIOZ8F8KUSUE,CUS55TJAQRE6ENI,239071.45,6.23,5/7/2023
LONAATY20W9T3S4,CUSAQ73XH0QH5L2,248545.91,5.57,6/16/2025
LONVYFAKYNJ94UK,CUS6Y2XKUKUZA68,160267.88,6.59,11/7/2021
LONLM2RIM3PFM3I,CUSOX7VJIKJ2YBB,241130.48,13.78,11/29/2024
LON2Z3UDKAYE7IQ,CUSP5WHHAQZTW87,3513.4,3.23,10/16/2022
LONK9BKTRDEMRFJ,CUS5UT9N8EB8S4O,184950.38,3.6,4/5/2024
LONZDVU1Y2NUYYM,CUSYCWS7WHGFIG4,112214.96,4.53,4/20/2021
LON3SHQS9A4JVHU,CUSVT0H8EUEMUPJ,69108.14,3.19,7/25/2024
LON4MI4HLAG6IB6,CUS4O25TO6N27T2,174053.17,2.11,12/8/2025
LONASSPDKEJKWE2,CUSNJBBYMFNZTTY,146659.09,3.58,10/11/2022
LONT0S2DPV2IVX7,CUSRQH4S03B0HXZ,275478.51,2.99,7/26/2023
LON6U4KE0RBSTHH,CUSCCMGP66N0L6S,16379.36,5.43,1/31/2023
LONCVYJSELJ1KZV,CUSMGKF07X1PAUR,220396.08,6.74,7/6/2022
LONNV4D7VUQMDAW,CUSPMGLLRUJHLVT,138429.14,5.77,10/16/2020
LON0VDTWU7T7VTQ,CUSAPPIP9MHAI47,234103.26,7.66,12/29/2022
LONMCJ2MBR1DF9H,CUSZSLCX7I1UFTM,273183.84,14.08,12/4/2023
LONW97V6IJ76XVT,CUSGCHI8R3NEK99,194977.05,13.3,9/21/2020
LON45JSX8SQI03D,CUSXXSFLRAXM8J7,254043.79,6.16,7/29/2019
LON0RQVD7OYYMSK,CUSOS6Z1DKWW8AB,42500.48,7.35,9/6/2019
LONRTV9Z990XKDF,CUSC9T53GMIPEX5,240599.63,2.72,5/29/2019
LON3TK93Q1DRSO3,CUSGCF9SPQDNBLW,17275.67,14.23,7/28/2021
LON5A7F0UDGQAZL,CUSG0SC7AGX1HZY,137501.57,7.92,1/4/2021
LON7Y419SPYXTVK,CUSVHZAN7S85HFB,208045.08,12.5,12/26/2024
LONYVEFW31KE3TY,CUS2KLOT81XQTPB,46963.98,14.96,2/29/2020
LONBPPF6Z26F89U,CUSHMOBPEG4XYN9,68952.65,7.64,10/31/2025
LONPFFL8X2DTWO4,CUSFGAAPX9SRYT7,170609.66,5.22,5/20/2020
LONNR9UHH9FMMSD,CUS6S015J0IW4UU,260010.22,13.99,1/7/2024
LONRSEM42R39XO1,CUSQ7O0A1H1WDKD,178944.2,3.04,2/13/2022
LON6S54NRWI12WN,CUS7605EZR6TZ70,116715.41,2.9,5/18/2020
LONU18KX4S7XH2D,CUSP9JYQN15IKPQ,178559.29,10.47,6/27/2023
LONC4HUXWAPEB36,CUS24HCVYQ987C9,156686.92,13.53,6/23/2019
LONPEZ1EC5HZ8ES,CUSWQWK7YAH1Y3Z,105820.47,8.92,1/1/2022
LONYCXTIPKIJKUI,CUS6QS2VPFFQ1XN,282179.02,7.74,12/31/2023
LON8YHWUUKYO9FT,CUS2FTKYG572SO3,292767.77,14.54,11/14/2019
LONCOKHXDDIVIAT,CUS5YWY9ODV28E5,192610.56,10.71,8/16/2021
LONK50TM9KGW3PV,CUS2IG52G4BN0WK,284008.72,10.83,6/2/2020
LONGDYVQ92V7QBE,CUSI9ZRM13647Y9,210251.47,4.94,8/31/2024
LONO3KW8HQ5KZ2Y,CUSL2E9PZ5HXL2M,175955.4,9.13,9/20/2024
LONXCCBT6K3WN7Y,CUSMREBD1IXK51X,161528.75,8.34,5/31/2025
LONKDRLL97U0YND,CUSR4GSE74V5DM5,265110.1,10.42,3/29/2025
LONTCJJLGTJBC7R,CUSWAUG3CPI6Z8I,129667.33,12.23,7/13/2021
LONXI2DS9D7C8P8,CUSBZJWLDBWKH4H,83789.78,12.69,2/27/2021
LONPZ10A0KUHGAW,CUSW23AJDD98K7W,106123.94,7.34,8/18/2022
LONC1US95TF1B28,CUS3RIK0HOPEX1B,39895.41,11.3,5/5/2025
LONPLPOD9NDZW0F,CUS7JOL5JE7OSJW,236700.9,9.01,12/20/2023
LONZIJLBDQZN3PG,CUSVZDTP89X6VOC,3258.24,9.9,10/16/2024
LONQ8P9PQGR18AR,CUSCEAAE5EZFRXY,67976.11,9.36,4/17/2022
LONWUFO7P4OQE87,CUSJPR74X3OD8DW,31975.85,7.07,4/11/2022
LON7PT61CIFQ488,CUSSY3Z8IX8YVNU,52938.07,8.95,1/22/2022
LON3HG8LA3AKGLF,CUS0SRLWK6O1VQD,143237.96,11.97,9/11/2024
LONPXIGPYJJ23UN,CUS4VTO0KWNNUVR,164048.45,9.52,2/27/2024
LONOBI1RF02CET7,CUSPZVOPAKCN9CJ,108661.53,9.26,9/6/2025
LONBIX33L7D1CHT,CUSGLYXCRHY924U,250795.42,7.58,1/18/2020
LON1YGOWHVAJ5FN,CUS8OFNEKWT57NY,155266.56,14.07,6/10/2019
LONWAKBTKDTV5M7,CUSUS8S05H12C3P,281265.24,3.6,3/7/2022
LONIMU6L0D7TP54,CUSF1A79OMYJ06M,219438.89,8.12,9/23/2022
LONTYUZPDIP7WPZ,CUSAA5B3D1XD1EQ,251218.02,6.69,9/2/2021
LONT1Y7WEJKIMKP,CUSOJHJ4CR8IKWE,149968.64,4.63,8/26/2023
LON9RJUJ6GIWJTW,CUSHT3BU68GQ3YM,57828.89,14.65,3/29/2019
LONMM3GMZ755A5B,CUSA70577IFH9XB,118567,4.46,5/22/2019
LONZIJKVXWNSKPG,CUSCTNPGBDRN3EV,96299.29,4.96,2/18/2022
LON6IH5CO4V20IL,CUSZNUH63T6R445,142405.79,9.62,5/28/2024
LONMGRLXKCHZC90,CUSRSTC1ZM3ZP6L,125544.53,5.57,4/11/2020
